,typ,iLTs,ACR,net_delay,mouse_clicks,subject
380,sat,1556732173213,3,1500ms,"0:Down:1556732121431:110:177:0,up:1556732121551:110-177:0,up:1556732122247:108-168:0,up:1556732126022:180-195:0,up:1556732132142:92-83:0,up:1556732133238:92-83:0,up:1556732133998:92-83:0,up:1556732134222:92-83:0,up:1556732134454:92-83:0,-9:Down:1556732145511:837:255:0,up:1556732149048:579-342:0,-9:Down:1556732150072:311:439:0,up:1556732151399:278-477:0,-9:Down:1556732151903:653:403:0,up:1556732152455:579-514:0,-9:Down:1556732155704:606:423:0,up:1556732156359:582-600:0,-9:Down:1556732158703:737:324:0,up:1556732159623:570-603:0,-9:Down:1556732167808:586:724:0,up:1556732167934:586-724:0,-9:Down:1556732168368:635:412:0,up:1556732168903:636-594:0,up:1556732172502:94-116:0,up:1556732172958:94-116:0,-9:Down:1556732175982:606:780:0,up:1556732176063:606-780:0,-9:Down:1556732176695:645:827:0,up:1556732176766:645-827:0",23
381,sat,"1556732177032:760,1556732181885:595,1556732185572:1213,1556732189477:324,1556732189879:203,1556732195098:179,1556732195844:552",3,1ms,"760:Down:1556732178761:103:155:0,up:1556732178838:103-155:0,up:1556732181638:179-192:0,up:1556732185238:102-88:0,up:1556732185567:102-88:0,up:1556732185822:102-88:0,up:1556732186070:102-88:0,up:1556732186303:102-88:0,1213:Down:1556732188839:859:190:0,up:1556732190224:291-952:0,203:Down:1556732190975:544:521:0,up:1556732191472:544-579:0,up:1556732195095:102-129:0,up:1556732195582:102-129:0,552:Down:1556732198279:584:720:0,up:1556732198358:584-720:0,552:Down:1556732198880:616:784:0,up:1556732198950:616-784:0,552:Down:1556732199303:603:782:0,up:1556732199390:603-782:0,552:Down:1556732199935:641:842:0,up:1556732199990:641-842:0",23
382,sat,1556732236555,4,2000ms,"-9:Down:1556732201482:108:179:0,up:1556732201606:108-179:0,-9:Down:1556732202553:106:179:0,up:1556732202663:106-179:0,-9:Down:1556732202928:100:173:0,up:1556732203030:100-173:0,up:1556732203766:110-160:0,up:1556732207574:182-186:0,up:1556732209774:103-91:0,up:1556732210335:103-91:0,up:1556732210527:103-91:0,up:1556732210727:103-91:0,up:1556732210879:103-91:0,up:1556732211046:103-91:0,up:1556732211206:103-91:0,-9:Down:1556732228818:862:235:0,up:1556732229567:644-650:0,-9:Down:1556732232531:853:290:0,up:1556732234127:598-702:0,up:1556732235902:107-120:0,up:1556732236303:107-120:0,-9:Down:1556732238656:588:720:0,up:1556732238742:588-720:0,-9:Down:1556732239730:668:780:0,up:1556732239790:668-780:0,-9:Down:1556732240207:683:821:0,up:1556732240294:683-821:0",23
383,sat,"1556732240557:1371,1556732245812:1810,1556732250065:461,1556732251628:1064,1556732258869:1551",4,110ms,"-9:Down:1556732241663:107:177:0,up:1556732241735:107-177:0,up:1556732242831:109-160:0,up:1556732244198:160-184:0,up:1556732245423:100-90:0,up:1556732245615:100-90:0,up:1556732245807:100-90:0,up:1556732245976:100-90:0,up:1556732246199:100-90:0,up:1556732246407:100-90:0,up:1556732246695:100-90:0,up:1556732247119:100-90:0,1810:Down:1556732249847:875:256:0,up:1556732250503:660-664:0,461:Down:1556732251209:838:321:0,up:1556732251752:787-649:0,1064:Down:1556732252783:935:381:0,up:1556732253344:871-513:0,1064:Down:1556732256360:589:720:0,up:1556732256447:589-720:0,1064:Down:1556732257408:99:132:0,up:1556732257511:99-132:0,up:1556732258007:100-124:0,up:1556732258615:100-124:0,1551:Down:1556732260993:672:785:0,up:1556732261055:672-785:0,1551:Down:1556732261711:670:821:0,up:1556732261775:670-821:0",23
384,sat,1556732283195:3035,4,600ms,"-9:Down:1556732263135:100:155:0,up:1556732263215:100-155:0,up:1556732265655:161-185:0,up:1556732267007:110-92:0,up:1556732267335:110-92:0,up:1556732267583:110-92:0,up:1556732267807:110-92:0,up:1556732268127:110-92:0,-9:Down:1556732271840:797:228:0,up:1556732272336:616-567:0,-9:Down:1556732273799:801:250:0,up:1556732280440:720-87:0,-9:Down:1556732281024:728:361:0,up:1556732281528:666-630:0,-9:Down:1556732282036:670:364:0,up:1556732282512:555-592:0,-9:Down:1556732282943:760:344:0,up:1556732283568:596-558:0,3035:Down:1556732292809:593:710:0,up:1556732292855:593-710:0,3035:Down:1556732293160:591:722:0,up:1556732293239:586-722:0,3035:Down:1556732294112:669:780:0,up:1556732294206:669-780:0,3035:Down:1556732294567:668:817:0,up:1556732294655:668-817:0",23
385,sat,"1556732294667:2428,1556732304691:1456,1556732309070:828",4,200ms,"-9:Down:1556732296650:112:159:0,up:1556732296735:112-159:0,up:1556732297191:154-161:0,up:1556732298743:200-181:0,up:1556732300214:98-83:0,up:1556732300470:98-83:0,up:1556732300648:98-83:0,up:1556732300830:98-83:0,up:1556732301014:98-83:0,up:1556732301214:98-83:0,up:1556732301446:98-83:0,-9:Down:1556732303198:802:257:0,up:1556732303863:569-602:0,-9:Down:1556732304235:712:343:0,up:1556732304696:672-481:0,1456:Down:1556732306200:695:374:0,up:1556732306919:547-580:0,1456:Down:1556732307463:816:343:0,up:1556732308087:628-524:0,-9:Down:1556732308599:685:416:0,up:1556732309367:629-535:0,828:Down:1556732318342:591:725:0,up:1556732318430:591-725:0,828:Down:1556732319256:663:778:0,up:1556732319374:663-778:0,828:Down:1556732319864:669:825:0,up:1556732319950:669-825:0",23
386,sat,"1556732324962:6115,1556732335355:4040,1556732342276",4,400ms,"-9:Down:1556732321399:101:167:0,up:1556732321486:101-167:0,up:1556732323646:159-187:0,up:1556732324574:105-94:0,up:1556732324766:105-94:0,up:1556732324958:105-94:0,up:1556732325167:105-94:0,up:1556732325390:105-94:0,up:1556732325574:105-94:0,up:1556732325814:105-94:0,up:1556732326054:105-94:0,6115:Down:1556732332423:904:246:0,up:1556732333039:641-546:0,-9:Down:1556732333504:807:313:0,up:1556732333935:711-604:0,-9:Down:1556732334943:837:364:0,up:1556732335448:639-651:0,-9:Down:1556732338918:585:723:0,up:1556732339006:585-723:0,4040:Down:1556732340070:664:779:0,up:1556732340158:664-779:0,up:1556732341334:92-118:0,up:1556732342023:92-118:0,-9:Down:1556732344976:664:831:0,up:1556732345046:664-831:0",23
387,sat,1556732360421,4,1100ms,"-9:Down:1556732346753:104:155:0,up:1556732346830:104-155:0,up:1556732347286:102-161:0,up:1556732348590:158-189:0,up:1556732349478:105-78:0,up:1556732349662:105-78:0,up:1556732349854:105-78:0,up:1556732350055:105-78:0,up:1556732350198:105-78:0,up:1556732350382:105-78:0,up:1556732350566:105-78:0,up:1556732350750:105-78:0,up:1556732350950:105-78:0,-9:Down:1556732353082:751:257:0,up:1556732353655:567-560:0,-9:Down:1556732353927:726:345:0,up:1556732354151:665-508:0,-9:Down:1556732355478:586:714:0,up:1556732355567:586-715:0,-9:Down:1556732356375:664:782:0,up:1556732356454:664-782:0,-9:Down:1556732357641:523:242:0,up:1556732358087:216-638:0,-9:Down:1556732358815:104:132:0,up:1556732358910:104-132:0,up:1556732359622:102-115:0,up:1556732360166:102-115:0,-9:Down:1556732361478:646:826:0,up:1556732361590:646-826:0",23
388,sat,1556732376364,4,850ms,"-9:Down:1556732363831:94:163:0,up:1556732363926:94-163:0,up:1556732365806:164-180:0,up:1556732367598:98-81:0,up:1556732367743:98-81:0,up:1556732367902:98-81:0,up:1556732368063:98-81:0,up:1556732368222:98-81:0,up:1556732368398:98-81:0,up:1556732368575:98-81:0,up:1556732368734:98-81:0,-9:Down:1556732370102:587:718:0,up:1556732370166:587-718:0,-9:Down:1556732370718:671:787:0,up:1556732370790:671-787:0,-9:Down:1556732371440:775:354:0,up:1556732371744:594-643:0,-9:Down:1556732371953:806:330:0,up:1556732372263:612-700:0,-9:Down:1556732372488:751:329:0,up:1556732372911:580-585:0,up:1556732375622:99-126:0,up:1556732376110:99-126:0,-9:Down:1556732377543:638:825:0,up:1556732377638:638-825:0",23
389,map,"1556631083231:11077,1556631113503:6948,1556631133713:5559,1556631142769:8934,1556631162403:4869,1556631171843:11924",5,1100ms,"-9:Down:1556631112492:610:317:0,up:1556631113695:741-321:0,6948:Down:1556631124306:104:166:0,up:1556631124438:104-166:0,up:1556631125278:149-166:0,up:1556631129326:109-186:0,5559:Down:1556631142424:640:353:0,up:1556631142550:640-353:0,5559:Down:1556631142634:640:353:0,up:1556631142751:640-353:0,-9:Down:1556631147075:640:353:0,up:1556631147190:640-353:0,-9:Down:1556631147272:640:353:0,up:1556631147390:640-353:0,-9:Down:1556631148618:637:367:0,up:1556631148718:637-367:0,-9:Down:1556631148825:637:367:0,up:1556631148926:637-367:0,8934:Down:1556631157882:790:236:0,up:1556631159359:575-590:0,-9:Down:1556631159883:766:271:0,up:1556631160399:612-529:0,-9:Down:1556631161712:794:182:0,up:1556631162408:678-486:0,up:1556631170462:98-117:0,up:1556631171590:98-117:0,-9:Down:1556631180998:587:718:0,up:1556631181150:587-718:0,11924:Down:1556631184463:740:786:0,up:1556631184574:740-786:0,11924:Down:1556631188342:643:822:0,up:1556631188526:643-822:0",24
390,map,"1556631188802:14403,1556631219124:14878,1556631271071",4,1500ms,"-9:Down:1556631223275:99:163:0,up:1556631223895:99-163:0,up:1556631225510:106-161:0,up:1556631232230:171-167:0,up:1556631232742:168-163:0,up:1556631233870:168-163:0,up:1556631239158:168-163:0,up:1556631242990:159-192:0,up:1556631246591:99-86:0,up:1556631247255:99-86:0,-9:Down:1556631255536:889:128:0,up:1556631256914:669-600:0,-9:Down:1556631260826:921:212:0,up:1556631262687:678-617:0,up:1556631268094:101-125:0,up:1556631268735:101-125:0,up:1556631270006:101-125:0,up:1556631270815:101-125:0,-9:Down:1556631272320:585:716:0,up:1556631272422:585-716:0,-9:Down:1556631273719:670:785:0,up:1556631273855:670-785:0,-9:Down:1556631274443:665:828:0,up:1556631274502:665-828:0",24
391,map,"1556631274758:279,1556631316820:153,1556631328377:89,1556631329186:92,1556631334011:31,1556631334182:10,1556631334933:11,1556631335666:29,1556631336436:16,1556631339053:11,1556631340993:13,1556631341237:81,1556631341761:42,1556631342002:185",5,1ms,"279:Down:1556631305464:97:153:0,up:1556631305582:97-153:0,up:1556631316567:150-183:0,up:1556631328374:97-85:0,up:1556631329182:97-85:0,up:1556631330158:97-85:0,up:1556631331414:97-85:0,92:Down:1556631333782:891:154:0,up:1556631334184:665-448:0,10:Down:1556631334712:850:237:0,up:1556631334927:666-485:0,11:Down:1556631335449:838:196:0,up:1556631335665:623-499:0,29:Down:1556631336209:843:211:0,up:1556631336449:703-471:0,16:Down:1556631338521:576:525:0,up:1556631339535:880-276:0,up:1556631340990:104-117:0,up:1556631341758:104-117:0,185:Down:1556631344614:744:783:0,up:1556631344703:744-783:0,185:Down:1556631345735:652:823:0,up:1556631345870:652-823:0",24
392,map,1556631401292,4,2000ms,"-9:Down:1556631356906:99:163:0,up:1556631357023:99-163:0,up:1556631358390:149-166:0,up:1556631361878:154-184:0,up:1556631366806:95-83:0,up:1556631368406:95-83:0,up:1556631369014:95-83:0,-9:Down:1556631373377:867:204:0,up:1556631373575:771-353:0,-9:Down:1556631374079:808:195:0,up:1556631374295:751-375:0,-9:Down:1556631374640:822:203:0,up:1556631374831:741-399:0,-9:Down:1556631390587:729:294:0,up:1556631391135:662-504:0,-9:Down:1556631393080:695:445:0,up:1556631394839:805-140:0,-9:Down:1556631395527:676:564:0,up:1556631396103:786-236:0,up:1556631397366:102-120:0,up:1556631397845:102-120:0,up:1556631399518:102-120:0,up:1556631401054:102-120:0,-9:Down:1556631403678:582:715:0,up:1556631403813:582-714:0,-9:Down:1556631405728:670:779:0,up:1556631405789:670-779:0,-9:Down:1556631407166:658:828:0,up:1556631407222:658-828:0",24
393,map,1556631417406:15088,5,1800ms,"-9:Down:1556631412119:99:160:0,up:1556631412502:99-160:0,up:1556631413485:157-169:0,up:1556631414013:157-165:0,up:1556631417157:184-192:0,15088:Down:1556631434699:710:352:0,up:1556631436166:704-400:0,15088:Down:1556631437423:743:782:0,up:1556631437501:743-782:0,15088:Down:1556631438231:652:824:0,up:1556631438317:652-824:0",24
394,map,"1556631438590:8314,1556631451062:7678,1556631474545:3,1556631475838",5,850ms,"-9:Down:1556631446395:98:158:0,up:1556631446782:98-158:0,up:1556631448013:123-163:0,up:1556631450813:144-189:0,up:1556631460981:95-80:0,up:1556631461718:95-80:0,up:1556631462541:95-80:0,up:1556631462814:95-80:0,up:1556631463038:95-80:0,-9:Down:1556631464296:761:334:0,up:1556631464485:761-334:0,-9:Down:1556631465272:651:342:0,up:1556631466310:649-355:0,-9:Down:1556631467265:891:179:0,up:1556631468430:515-681:0,-9:Down:1556631469096:943:202:0,up:1556631469431:492-588:0,-9:Down:1556631471078:470:335:0,up:1556631471494:708-416:0,-9:Down:1556631471991:524:517:0,up:1556631472479:700-228:0,up:1556631473510:96-121:0,up:1556631474542:96-121:0,up:1556631475582:96-121:0,-9:Down:1556631478487:584:716:0,up:1556631478589:584-716:0,-9:Down:1556631479479:742:784:0,up:1556631479565:742-784:0,-9:Down:1556631480934:628:825:0,up:1556631481094:628-825:0",24
395,map,"1556631481365:5763,1556631487950:5463",4,600ms,"-9:Down:1556631483545:95:166:0,up:1556631483669:95-166:0,up:1556631484933:194-161:0,up:1556631487693:174-186:0,5463:Down:1556631494823:581:724:0,up:1556631494989:581-724:0,5463:Down:1556631496014:670:777:0,up:1556631496093:670-777:0,5463:Down:1556631496631:661:839:0,up:1556631496709:661-839:0",24
396,map,"1556631496965:3786,1556631513101:1475,1556631520256:2985",5,400ms,"-9:Down:1556631498935:85:167:0,up:1556631499053:85-167:0,up:1556631499710:148-165:0,up:1556631503029:149-187:0,-9:Down:1556631505375:697:268:0,up:1556631505630:697-318:0,up:1556631506693:100-90:0,up:1556631506895:100-90:0,up:1556631509053:99-91:0,-9:Down:1556631510991:905:277:0,up:1556631512063:643-734:0,-9:Down:1556631512880:865:306:0,up:1556631513966:718-524:0,up:1556631515789:102-128:0,up:1556631517750:102-125:0,-9:Down:1556631518624:581:447:0,up:1556631519046:625-303:0,up:1556631520014:98-112:0,-9:Down:1556631521894:582:720:0,up:1556631521989:582-720:0,2985:Down:1556631523271:745:783:0,up:1556631523374:745-783:0,2985:Down:1556631524519:659:823:0,up:1556631524870:659-823:0",24
397,map,"1556631525131:1180,1556631530765:1026,1556631534616:937,1556631537569:474,1556631538618:460,1556631539468:233,1556631542805:3,1556631543053:565",5,110ms,"1180:Down:1556631527257:104:158:0,up:1556631527334:104-158:0,up:1556631530518:188-189:0,up:1556631533918:107-87:0,up:1556631534606:107-87:0,937:Down:1556631536568:730:335:0,up:1556631536942:606-497:0,937:Down:1556631537304:824:226:0,up:1556631537559:546-635:0,474:Down:1556631538231:736:379:0,up:1556631539703:554-549:0,up:1556631542430:103-124:0,up:1556631542798:103-124:0,up:1556631542999:103-124:0,565:Down:1556631544239:585:721:0,up:1556631544326:585-721:0,565:Down:1556631545063:744:781:0,up:1556631545158:744-781:0,565:Down:1556631545623:669:831:0,up:1556631545710:669-831:0",24
398,sat,1556631615067,3,2000ms,"0:Down:1556631552720:98:153:0,up:1556631552862:98-153:0,up:1556631553838:157-164:0,up:1556631558742:165-187:0,up:1556631561694:93-94:0,up:1556631562142:95-91:0,up:1556631572558:104-93:0,up:1556631576077:101-90:0,-9:Down:1556631581207:742:341:0,up:1556631581654:514-521:0,-9:Down:1556631582135:735:175:0,up:1556631582694:586-510:0,-9:Down:1556631595711:823:260:0,up:1556631597998:806-509:0,-9:Down:1556631598678:868:232:0,up:1556631599078:843-392:0,-9:Down:1556631603350:737:577:0,up:1556631605774:733-267:0,-9:Down:1556631607758:889:147:0,up:1556631613055:887-285:0,up:1556631613997:105-113:0,up:1556631614813:104-115:0,-9:Down:1556631619422:586:723:0,up:1556631619525:586-723:0,-9:Down:1556631620598:606:784:0,up:1556631620693:606-784:0,-9:Down:1556631626646:642:828:0,up:1556631626725:642-828:0",24
399,sat,"1556631687208:4,1556631689684",4,1500ms,"-9:Down:1556631632944:91:161:0,up:1556631633053:91-161:0,up:1556631633813:150-160:0,up:1556631636397:130-185:0,up:1556631651893:106-90:0,up:1556631652565:103-89:0,up:1556631653181:103-89:0,up:1556631654173:103-89:0,-9:Down:1556631655278:904:181:0,up:1556631655654:762-442:0,-9:Down:1556631656096:789:333:0,up:1556631656295:736-456:0,-9:Down:1556631656639:1001:123:0,up:1556631656926:715-584:0,up:1556631685973:108-120:0,up:1556631687205:108-120:0,up:1556631689429:108-122:0,-9:Down:1556631692661:586:724:0,up:1556631692757:586-724:0,-9:Down:1556631693437:670:784:0,up:1556631693525:670-784:0,-9:Down:1556631693933:656:836:0,up:1556631694013:656-836:0",24
400,sat,1556631731129,3,1100ms,"-9:Down:1556631698327:95:149:0,up:1556631698429:95-149:0,up:1556631699133:112-156:0,up:1556631701797:138-186:0,up:1556631712053:89-81:0,up:1556631712270:89-81:0,up:1556631713382:95-81:0,up:1556631713989:98-89:0,-9:Down:1556631715151:820:274:0,up:1556631715487:740-480:0,-9:Down:1556631715878:773:198:0,up:1556631716174:725-462:0,-9:Down:1556631716574:740:233:0,up:1556631718254:683-514:0,-9:Down:1556631732342:583:721:0,up:1556631732437:583-721:0,-9:Down:1556631733197:610:781:0,up:1556631733317:606-782:0,-9:Down:1556631733742:619:832:0,up:1556631733829:619-832:0",24
401,sat,"1556631734101:6988,1556631741437",4,600ms,"-9:Down:1556631738055:99:165:0,up:1556631738309:99-165:0,up:1556631741181:150-195:0,-9:Down:1556631746462:590:726:0,up:1556631746557:590-726:0,-9:Down:1556631747261:672:779:0,up:1556631747373:672-779:0,-9:Down:1556631747774:647:827:0,up:1556631747869:647-827:0",24
402,sat,1556631752795,5,850ms,"-9:Down:1556631749383:95:160:0,up:1556631749501:95-160:0,up:1556631750277:157-167:0,up:1556631752549:153-182:0,-9:Down:1556631755061:586:720:0,up:1556631755157:586-720:0,-9:Down:1556631755990:746:781:0,up:1556631756093:746-781:0,-9:Down:1556631756550:667:820:0,up:1556631756645:667-820:0",24
403,sat,"1556631756914:2456,1556631761400:2486",4,200ms,"-9:Down:1556631758055:77:152:0,up:1556631758149:77-152:0,-9:Down:1556631758504:95:156:0,up:1556631758605:95-156:0,up:1556631759301:142-160:0,up:1556631761141:148-184:0,2486:Down:1556631764125:583:719:0,up:1556631764293:583-719:0,2486:Down:1556631771286:670:781:0,up:1556631771477:670-781:0,2486:Down:1556631772070:665:823:0,up:1556631772285:665-823:0",24
404,sat,"1556631772540:1362,1556631780496:1361",4,110ms,"1362:Down:1556631775991:96:160:0,up:1556631776141:96-160:0,up:1556631777477:157-159:0,up:1556631780237:157-183:0,1361:Down:1556631783599:583:719:0,up:1556631783685:583-719:0,1361:Down:1556631784542:671:785:0,up:1556631784630:671-785:0,1361:Down:1556631785078:655:818:0,up:1556631785173:655-818:0",24
405,sat,"1556631785435:4644,1556631791004:4883",5,400ms,"-9:Down:1556631786838:103:156:0,up:1556631786933:103-156:0,up:1556631788557:176-158:0,up:1556631790757:165-185:0,4883:Down:1556631796215:589:722:0,up:1556631796293:589-722:0,4883:Down:1556631797101:743:778:0,up:1556631797197:743-778:0,4883:Down:1556631798965:666:823:0,up:1556631799109:666-823:0",24
406,sat,"1556631799375:625,1556631806749:299",5,1ms,"625:Down:1556631802848:103:151:0,up:1556631803101:103-151:0,up:1556631803933:153-163:0,up:1556631806493:159-188:0,299:Down:1556631809310:583:726:0,up:1556631809413:583-726:0,299:Down:1556631810398:738:784:0,up:1556631810469:738-784:0,299:Down:1556631810862:676:818:0,up:1556631810933:676-818:0",24
407,map,"1556789586340:168,1556789594264:151,1556789607116:90,1556789607516:91,1556789613116:30,1556789613880:14,1556789614372:29,1556789615483:12,1556789617699:33,1556789617946:40,1556789618571:33,1556789618813:55",3,1ms,"168:Down:1556789589677:106:161:0,up:1556789589728:106-161:0,up:1556789594016:144-190:0,151:Down:1556789603252:957:712:0,up:1556789603312:957-712:0,up:1556789607112:104-86:0,up:1556789607512:104-86:0,91:Down:1556789611521:796:197:0,up:1556789613041:749-459:0,30:Down:1556789613650:794:267:0,up:1556789613882:749-547:0,14:Down:1556789614144:874:234:0,up:1556789614426:783-519:0,29:Down:1556789615225:933:285:0,up:1556789615537:794-395:0,up:1556789617696:98-122:0,up:1556789618568:98-122:0,55:Down:1556789625073:584:716:0,up:1556789625176:584-716:0,55:Down:1556789636153:606:785:0,up:1556789636200:606-785:0,55:Down:1556789636547:611:825:0,up:1556789636593:611-825:0",25
408,map,"1556789636862:1133,1556789645267:1008,1556789647870:935,1556789650139:248,1556789651452:355,1556789652260:450",3,110ms,"1133:Down:1556789641620:97:165:0,up:1556789641665:97-165:0,up:1556789645016:146-196:0,up:1556789647488:101-86:0,up:1556789647865:101-86:0,935:Down:1556789648905:758:228:0,up:1556789650129:719-456:0,248:Down:1556789650545:789:231:0,up:1556789650873:749-429:0,248:Down:1556789651185:807:193:0,up:1556789651577:711-442:0,355:Down:1556789652033:765:244:0,up:1556789652354:670-514:0,450:Down:1556789654370:867:295:0,up:1556789657497:795-322:0,450:Down:1556789659275:585:718:0,up:1556789659368:585-718:0,450:Down:1556789669177:606:780:0,up:1556789669280:606-780:0,450:Down:1556789669769:630:827:0,up:1556789669880:630-827:0",25
